WKT,name
"POLYGON ((-121.395782 36.858569,-121.395786 36.858432,-121.395702 36.85843,-121.3957 36.858472,-121.395564 36.858469,-121.395561 36.858565,-121.395782 36.858569))",San Benito
"POLYGON ((-121.396439 36.860901,-121.396439 36.860837,-121.396305 36.860837,-121.396305 36.860959,-121.396496 36.860959,-121.396496 36.860901,-121.396439 36.860901))",San Benito
"POLYGON ((-121.38601 36.855796,-121.386027 36.855466,-121.385864 36.855461,-121.385847 36.855791,-121.38601 36.855796))",San Benito
"POLYGON ((-121.3899 36.85232,-121.389911 36.852434,-121.390047 36.852426,-121.390036 36.852312,-121.3899 36.85232))",San Benito
"POLYGON ((-121.384436 36.848146,-121.384436 36.848196,-121.384528 36.848196,-121.384528 36.848009,-121.384361 36.848009,-121.384361 36.848146,-121.384436 36.848146))",San Benito
"POLYGON ((-121.384471 36.848728,-121.384471 36.848812,-121.384557 36.848812,-121.384557 36.848869,-121.384662 36.848869,-121.384662 36.848728,-121.384471 36.848728))",San Benito
"POLYGON ((-121.382326 36.85032,-121.382224 36.85032,-121.382224 36.850503,-121.382326 36.850503,-121.382326 36.85032))",San Benito
"POLYGON ((-121.38684 36.85206,-121.38687 36.852109,-121.386928 36.852087,-121.386899 36.852038,-121.38684 36.85206))",San Benito
"POLYGON ((-121.387196 36.852179,-121.387285 36.852179,-121.387285 36.852001,-121.387146 36.852001,-121.387146 36.852154,-121.387196 36.852154,-121.387196 36.852179))",San Benito
"POLYGON ((-121.45361 36.83143,-121.453303 36.831444,-121.453313 36.83158,-121.453619 36.831566,-121.45361 36.83143))",San Benito
"POLYGON ((-121.422637 36.837739,-121.422623 36.837685,-121.422552 36.837698,-121.422567 36.837751,-121.422637 36.837739))",San Benito
"POLYGON ((-121.436402 36.831211,-121.43644 36.831345,-121.436733 36.831292,-121.436712 36.831216,-121.436531 36.831249,-121.436514 36.83119,-121.436402 36.831211))",San Benito
"POLYGON ((-121.433204 36.831511,-121.43331 36.831585,-121.433398 36.831505,-121.433248 36.8314,-121.433176 36.831465,-121.43322 36.831496,-121.433204 36.831511))",San Benito
"POLYGON ((-121.413273 36.841174,-121.413155 36.841174,-121.413155 36.841398,-121.413273 36.841398,-121.413273 36.841174))",San Benito
"POLYGON ((-121.413868 36.844132,-121.413726 36.844132,-121.413726 36.844233,-121.413868 36.844233,-121.413868 36.844132))",San Benito
"POLYGON ((-121.399358 36.840161,-121.399358 36.840262,-121.399513 36.840262,-121.399513 36.840161,-121.399358 36.840161))",San Benito
"POLYGON ((-121.406656 36.841427,-121.406654 36.841564,-121.406835 36.841565,-121.406837 36.841429,-121.406656 36.841427))",San Benito
"POLYGON ((-121.399382 36.84249,-121.399669 36.842495,-121.399671 36.842413,-121.399266 36.842405,-121.39926 36.842595,-121.399379 36.842597,-121.399382 36.84249))",San Benito
"POLYGON ((-121.404593 36.843399,-121.40462 36.843399,-121.40462 36.84345,-121.404741 36.84345,-121.404741 36.843334,-121.404593 36.843334,-121.404593 36.843399))",San Benito
"POLYGON ((-121.404347 36.843989,-121.40455 36.843989,-121.40455 36.843896,-121.404347 36.843896,-121.404347 36.843989))",San Benito
"POLYGON ((-121.419396 36.82751,-121.419316 36.827416,-121.419242 36.827456,-121.419322 36.82755,-121.419396 36.82751))",San Benito
"POLYGON ((-121.398443 36.841011,-121.398215 36.841011,-121.398215 36.841108,-121.398354 36.841108,-121.398354 36.841142,-121.398443 36.841142,-121.398443 36.841011))",San Benito
"POLYGON ((-121.383145 36.838515,-121.383352 36.838516,-121.383353 36.838362,-121.383147 36.83836,-121.383145 36.838515))",San Benito
"POLYGON ((-121.386166 36.841644,-121.38602 36.841643,-121.386019 36.841783,-121.386229 36.841783,-121.38623 36.841723,-121.386165 36.841723,-121.386166 36.841644))",San Benito
"POLYGON ((-121.385516 36.842995,-121.385543 36.843105,-121.385603 36.843095,-121.385613 36.843135,-121.385724 36.843117,-121.385687 36.842968,-121.385516 36.842995))",San Benito
"POLYGON ((-121.395299 36.831203,-121.395307 36.831043,-121.395106 36.831036,-121.395098 36.831197,-121.395299 36.831203))",San Benito
"POLYGON ((-121.39376 36.832456,-121.393574 36.83241,-121.393514 36.832568,-121.393701 36.832613,-121.39376 36.832456))",San Benito
"POLYGON ((-121.39056 36.833197,-121.390702 36.833197,-121.390702 36.833088,-121.390646 36.833088,-121.390646 36.83306,-121.39056 36.83306,-121.39056 36.833197))",San Benito
"POLYGON ((-121.395532 36.83369,-121.395531 36.833881,-121.395719 36.833882,-121.39572 36.83372,-121.395598 36.833719,-121.395598 36.833691,-121.395532 36.83369))",San Benito
"POLYGON ((-121.392105 36.833852,-121.391949 36.833852,-121.391949 36.83397,-121.392105 36.83397,-121.392105 36.833852))",San Benito
"POLYGON ((-121.382653 36.828339,-121.382653 36.828423,-121.382747 36.828423,-121.382747 36.828339,-121.382653 36.828339))",San Benito
"POLYGON ((-121.387994 36.833979,-121.387919 36.833866,-121.387758 36.833934,-121.387832 36.834047,-121.387994 36.833979))",San Benito
"POLYGON ((-121.382341 36.835222,-121.382423 36.835223,-121.382424 36.835174,-121.38252 36.835176,-121.382523 36.83508,-121.382284 36.835075,-121.382281 36.835182,-121.382343 36.835183,-121.382341 36.835222))",San Benito
"POLYGON ((-121.406068 36.825327,-121.406111 36.825377,-121.40627 36.825289,-121.406227 36.825239,-121.406068 36.825327))",San Benito
"POLYGON ((-121.402469 36.814781,-121.402142 36.814706,-121.402159 36.814658,-121.402042 36.814632,-121.401977 36.814814,-121.402421 36.814916,-121.402469 36.814781))",San Benito
"POLYGON ((-121.403814 36.816769,-121.40397 36.816634,-121.403855 36.816549,-121.403699 36.816683,-121.403814 36.816769))",San Benito
"POLYGON ((-121.392763 36.814472,-121.392834 36.814529,-121.39299 36.814404,-121.392919 36.814347,-121.392763 36.814472))",San Benito
"POLYGON ((-121.397072 36.814662,-121.397169 36.814715,-121.397236 36.814636,-121.39714 36.814583,-121.397072 36.814662))",San Benito
"POLYGON ((-121.389235 36.817892,-121.389269 36.817928,-121.389334 36.81789,-121.389221 36.817768,-121.389105 36.817837,-121.389184 36.817922,-121.389235 36.817892))",San Benito
"POLYGON ((-121.382436 36.814166,-121.382461 36.814212,-121.382534 36.814186,-121.382509 36.81414,-121.382436 36.814166))",San Benito
"POLYGON ((-121.383555 36.815133,-121.383718 36.815193,-121.383759 36.815123,-121.383595 36.815063,-121.383555 36.815133))",San Benito
"POLYGON ((-121.455847 36.793661,-121.4558 36.793591,-121.455634 36.793663,-121.455681 36.793733,-121.455847 36.793661))",San Benito
"POLYGON ((-121.395584 36.860373,-121.395423 36.860373,-121.395423 36.860498,-121.395584 36.860498,-121.395584 36.860373))",San Benito
"POLYGON ((-121.506128 36.855718,-121.506128 36.855808,-121.506238 36.855808,-121.506238 36.855718,-121.506128 36.855718))",San Benito
"POLYGON ((-121.489463 36.85597,-121.489546 36.855968,-121.489543 36.85582,-121.48946 36.855822,-121.489463 36.85597))",San Benito
"POLYGON ((-121.496437 36.856566,-121.496437 36.856645,-121.496617 36.856645,-121.496617 36.85662,-121.496652 36.85662,-121.496652 36.856439,-121.496531 36.856439,-121.496531 36.856566,-121.496437 36.856566))",San Benito
"POLYGON ((-121.482189 36.847333,-121.482189 36.847383,-121.482355 36.847384,-121.482355 36.847333,-121.482189 36.847333))",San Benito
"POLYGON ((-121.510905 36.834243,-121.5107 36.834079,-121.510644 36.834124,-121.510849 36.834288,-121.510905 36.834243))",San Benito
"POLYGON ((-121.432601 36.862141,-121.432601 36.862015,-121.432488 36.862015,-121.432488 36.862141,-121.432601 36.862141))",San Benito
"POLYGON ((-121.441309 36.863344,-121.44112 36.863279,-121.440983 36.863534,-121.441173 36.863599,-121.441309 36.863344))",San Benito
"POLYGON ((-121.446021 36.851607,-121.44609 36.851722,-121.446183 36.851687,-121.446114 36.851572,-121.446021 36.851607))",San Benito
"POLYGON ((-121.421974 36.855431,-121.421832 36.855431,-121.421832 36.855534,-121.422038 36.855534,-121.422038 36.855474,-121.421974 36.855474,-121.421974 36.855431))",San Benito
"POLYGON ((-121.426681 36.857186,-121.426826 36.857186,-121.426826 36.857145,-121.42689 36.857145,-121.42689 36.857077,-121.426681 36.857077,-121.426681 36.857186))",San Benito
"POLYGON ((-121.420925 36.849565,-121.420925 36.849687,-121.421054 36.849687,-121.421054 36.849565,-121.420925 36.849565))",San Benito
"POLYGON ((-121.422978 36.851052,-121.423028 36.851114,-121.423168 36.851042,-121.423118 36.85098,-121.422978 36.851052))",San Benito
"POLYGON ((-121.40015 36.866275,-121.400143 36.866416,-121.400213 36.866418,-121.400214 36.866391,-121.40031 36.866393,-121.400316 36.866265,-121.400204 36.866262,-121.400207 36.866204,-121.400118 36.866201,-121.400115 36.866274,-121.40015 36.866275))",San Benito
"POLYGON ((-121.398061 36.862105,-121.398118 36.862105,-121.398118 36.862043,-121.397944 36.862043,-121.397944 36.862122,-121.397987 36.862122,-121.397987 36.862152,-121.398061 36.862152,-121.398061 36.862105))",San Benito
"POLYGON ((-121.415868 36.856553,-121.41581 36.856628,-121.415899 36.856672,-121.415957 36.856598,-121.415868 36.856553))",San Benito
"POLYGON ((-121.409617 36.854403,-121.409617 36.854272,-121.409504 36.854272,-121.409504 36.854403,-121.409617 36.854403))",San Benito
"POLYGON ((-121.400441 36.855188,-121.400253 36.855186,-121.400252 36.855229,-121.400148 36.855228,-121.400147 36.85531,-121.400303 36.855311,-121.400303 36.855244,-121.400378 36.855244,-121.400379 36.855216,-121.40044 36.855217,-121.400441 36.855188))",San Benito
"POLYGON ((-121.408349 36.855238,-121.40829 36.855295,-121.40832 36.855315,-121.40838 36.855258,-121.408349 36.855238))",San Benito
"POLYGON ((-121.399422 36.860527,-121.399645 36.86053,-121.399646 36.86042,-121.399424 36.860418,-121.399422 36.860527))",San Benito
"POLYGON ((-121.403401 36.861045,-121.403744 36.861054,-121.403778 36.860175,-121.403435 36.860166,-121.403401 36.861045))",San Benito
"POLYGON ((-121.399382 36.861266,-121.399382 36.861371,-121.399604 36.861371,-121.399604 36.861266,-121.399382 36.861266))",San Benito
"POLYGON ((-121.41795 36.84829,-121.417953 36.848227,-121.417814 36.848222,-121.417807 36.848351,-121.418019 36.848358,-121.418022 36.848293,-121.41795 36.84829))",San Benito
"POLYGON ((-121.420267 36.848348,-121.42027 36.848274,-121.420057 36.848269,-121.420055 36.848329,-121.42013 36.848331,-121.420127 36.8484,-121.420302 36.848404,-121.420303 36.848349,-121.420267 36.848348))",San Benito
"POLYGON ((-121.412723 36.850117,-121.41272 36.850028,-121.412559 36.850031,-121.412561 36.850075,-121.412486 36.850077,-121.412487 36.850122,-121.412723 36.850117))",San Benito
"POLYGON ((-121.420306 36.852896,-121.420357 36.852937,-121.420455 36.852858,-121.420404 36.852818,-121.420306 36.852896))",San Benito
"POLYGON ((-121.400736 36.844555,-121.400629 36.844555,-121.400629 36.844703,-121.400736 36.844703,-121.400736 36.844555))",San Benito
"POLYGON ((-121.401364 36.845025,-121.401364 36.845137,-121.401477 36.845137,-121.401477 36.845025,-121.401364 36.845025))",San Benito
"POLYGON ((-121.40281 36.847618,-121.402965 36.847618,-121.402965 36.84753,-121.40281 36.84753,-121.40281 36.847618))",San Benito
"POLYGON ((-121.399616 36.847788,-121.399617 36.847632,-121.399534 36.847631,-121.399533 36.847788,-121.399616 36.847788))",San Benito
"POLYGON ((-121.405462 36.850642,-121.405328 36.850642,-121.405328 36.85081,-121.405398 36.85081,-121.405398 36.85075,-121.405462 36.85075,-121.405462 36.850642))",San Benito
"POLYGON ((-121.398049 36.860352,-121.398049 36.860487,-121.39822 36.860487,-121.39822 36.86042,-121.398161 36.86042,-121.398161 36.860352,-121.398049 36.860352))",San Benito
"POLYGON ((-121.39161 36.845174,-121.391615 36.845063,-121.390962 36.845044,-121.390957 36.845154,-121.39161 36.845174))",San Benito
"POLYGON ((-121.394602 36.850664,-121.394463 36.850664,-121.394463 36.850784,-121.394602 36.850784,-121.394602 36.850664))",San Benito
"POLYGON ((-121.387939 36.852666,-121.388079 36.852666,-121.388079 36.852507,-121.387939 36.852507,-121.387939 36.852666))",San Benito
"POLYGON ((-121.384688 36.846683,-121.384766 36.846685,-121.384768 36.846614,-121.384564 36.846611,-121.384561 36.846741,-121.384687 36.846743,-121.384688 36.846683))",San Benito
"POLYGON ((-121.382457 36.847588,-121.382334 36.847588,-121.382334 36.847749,-121.382457 36.847749,-121.382457 36.847588))",San Benito
"POLYGON ((-121.385024 36.847708,-121.385024 36.847878,-121.385115 36.847878,-121.385115 36.847788,-121.385198 36.847788,-121.385198 36.847708,-121.385024 36.847708))",San Benito
"POLYGON ((-121.384557 36.848198,-121.384632 36.848198,-121.384632 36.848163,-121.384732 36.848163,-121.384732 36.84806,-121.384557 36.84806,-121.384557 36.848198))",San Benito
"POLYGON ((-121.449625 36.840268,-121.44958 36.840196,-121.449418 36.84026,-121.449463 36.840332,-121.449625 36.840268))",San Benito
"POLYGON ((-121.427314 36.842355,-121.427566 36.842265,-121.427502 36.842148,-121.42743 36.842174,-121.427362 36.842052,-121.427182 36.842116,-121.427314 36.842355))",San Benito
"POLYGON ((-121.427244 36.824307,-121.427186 36.824219,-121.427255 36.82419,-121.427222 36.824139,-121.427052 36.824211,-121.427143 36.82435,-121.427244 36.824307))",San Benito
"POLYGON ((-121.426063 36.81383,-121.425989 36.813923,-121.426263 36.814062,-121.426336 36.813969,-121.426063 36.81383))",San Benito
"POLYGON ((-121.411889 36.841338,-121.411712 36.841338,-121.411712 36.841473,-121.411889 36.841473,-121.411889 36.841338))",San Benito
"POLYGON ((-121.417221 36.843323,-121.41739 36.843323,-121.41739 36.843242,-121.417302 36.843242,-121.417302 36.843184,-121.417221 36.843184,-121.417221 36.843323))",San Benito
"POLYGON ((-121.417391 36.843817,-121.417496 36.843819,-121.417501 36.843623,-121.417396 36.843621,-121.417391 36.843817))",San Benito
"POLYGON ((-121.41323 36.844092,-121.413112 36.844092,-121.413112 36.844218,-121.41323 36.844218,-121.41323 36.844092))",San Benito
"POLYGON ((-121.398966 36.837008,-121.399157 36.83701,-121.399159 36.83683,-121.399065 36.836829,-121.399064 36.836915,-121.398968 36.836914,-121.398966 36.837008))",San Benito
"POLYGON ((-121.399552 36.839379,-121.399512 36.839378,-121.399516 36.839283,-121.399395 36.83928,-121.399387 36.839495,-121.399547 36.839499,-121.399552 36.839379))",San Benito
"POLYGON ((-121.40204 36.840814,-121.402228 36.840814,-121.402228 36.840715,-121.40204 36.840715,-121.40204 36.840814))",San Benito
"POLYGON ((-121.409215 36.841147,-121.409378 36.841154,-121.409384 36.841062,-121.40933 36.84106,-121.409334 36.841008,-121.409168 36.841001,-121.409164 36.841066,-121.40922 36.841068,-121.409215 36.841147))",San Benito
"POLYGON ((-121.401849 36.841664,-121.401849 36.841548,-121.401788 36.841548,-121.401788 36.841664,-121.401849 36.841664))",San Benito
"POLYGON ((-121.40832 36.841602,-121.408317 36.841732,-121.408415 36.841733,-121.408416 36.841691,-121.408508 36.841692,-121.408511 36.841559,-121.408395 36.841557,-121.408394 36.841603,-121.40832 36.841602))",San Benito
"POLYGON ((-121.40613 36.842226,-121.40613 36.842349,-121.406264 36.842349,-121.406264 36.842301,-121.40631 36.842301,-121.40631 36.842226,-121.40613 36.842226))",San Benito
"POLYGON ((-121.40606 36.844036,-121.40606 36.844122,-121.406211 36.844122,-121.406211 36.844036,-121.40606 36.844036))",San Benito
"POLYGON ((-121.407238 36.844038,-121.407238 36.844145,-121.407329 36.844145,-121.407329 36.844038,-121.407238 36.844038))",San Benito
"POLYGON ((-121.389942 36.840759,-121.389935 36.84063,-121.389765 36.840636,-121.389768 36.840692,-121.389729 36.840693,-121.389733 36.840766,-121.389942 36.840759))",San Benito
"POLYGON ((-121.397161 36.841372,-121.397035 36.841372,-121.397035 36.841531,-121.397118 36.841531,-121.397118 36.841466,-121.397161 36.841466,-121.397161 36.841372))",San Benito
"POLYGON ((-121.398392 36.842537,-121.398523 36.842537,-121.398523 36.842398,-121.398392 36.842398,-121.398392 36.842537))",San Benito
"POLYGON ((-121.388828 36.842581,-121.388824 36.84275,-121.388968 36.842752,-121.388971 36.842628,-121.38891 36.842627,-121.388911 36.842582,-121.388828 36.842581))",San Benito
"POLYGON ((-121.397249 36.843068,-121.396956 36.843058,-121.396953 36.843122,-121.397136 36.843128,-121.397129 36.843281,-121.397099 36.84328,-121.397103 36.843198,-121.396961 36.843194,-121.396957 36.843284,-121.396946 36.843283,-121.396943 36.843348,-121.397318 36.84336,-121.397322 36.843285,-121.397239 36.843282,-121.397249 36.843068))",San Benito
"POLYGON ((-121.38854 36.843336,-121.388541 36.843464,-121.388712 36.843464,-121.388712 36.843335,-121.38854 36.843336))",San Benito
"POLYGON ((-121.386632 36.836314,-121.386568 36.836313,-121.386569 36.836268,-121.386479 36.836267,-121.386475 36.836436,-121.38663 36.836438,-121.386632 36.836314))",San Benito
"POLYGON ((-121.386221 36.838761,-121.386168 36.838887,-121.386368 36.83894,-121.386396 36.838875,-121.386495 36.838901,-121.386537 36.8388,-121.386415 36.838767,-121.386398 36.838809,-121.386221 36.838761))",San Benito
"POLYGON ((-121.385227 36.839956,-121.384932 36.839953,-121.384928 36.840159,-121.385223 36.840162,-121.385227 36.839956))",San Benito
"POLYGON ((-121.385742 36.841752,-121.38574 36.841921,-121.385831 36.841922,-121.385832 36.841884,-121.385899 36.841885,-121.3859 36.841753,-121.385742 36.841752))",San Benito
"POLYGON ((-121.3881 36.831142,-121.388101 36.83101,-121.387954 36.831009,-121.387953 36.831142,-121.3881 36.831142))",San Benito
"POLYGON ((-121.394325 36.831052,-121.394263 36.831049,-121.394256 36.831151,-121.394441 36.831159,-121.394447 36.831071,-121.394486 36.831073,-121.39449 36.831003,-121.394328 36.830996,-121.394325 36.831052))",San Benito
"POLYGON ((-121.394121 36.833875,-121.394289 36.833879,-121.394296 36.833695,-121.394176 36.833692,-121.394174 36.833735,-121.394126 36.833734,-121.394121 36.833875))",San Benito
"POLYGON ((-121.391609 36.834247,-121.391754 36.834247,-121.391754 36.834129,-121.391609 36.834129,-121.391609 36.834247))",San Benito
"POLYGON ((-121.387194 36.832985,-121.387351 36.832999,-121.387368 36.832886,-121.38721 36.832872,-121.387194 36.832985))",San Benito
"POLYGON ((-121.418406 36.822654,-121.418492 36.822761,-121.41864 36.822684,-121.41857 36.822597,-121.418497 36.822635,-121.41839 36.822503,-121.418274 36.822563,-121.418364 36.822675,-121.418406 36.822654))",San Benito
"POLYGON ((-121.415574 36.824674,-121.415607 36.824721,-121.415721 36.824669,-121.415688 36.824623,-121.415574 36.824674))",San Benito
"POLYGON ((-121.416939 36.826654,-121.417057 36.826885,-121.417153 36.826854,-121.417134 36.826815,-121.417212 36.82679,-121.417161 36.826689,-121.417066 36.82672,-121.417019 36.826628,-121.416939 36.826654))",San Benito
"POLYGON ((-121.40022 36.818422,-121.400505 36.818439,-121.400531 36.818149,-121.400338 36.818137,-121.400327 36.818257,-121.400366 36.818259,-121.400356 36.818361,-121.400227 36.818353,-121.40022 36.818422))",San Benito
"POLYGON ((-121.394179 36.812218,-121.394137 36.812071,-121.394178 36.812063,-121.394154 36.811982,-121.39395 36.812019,-121.394016 36.812248,-121.394179 36.812218))",San Benito
"POLYGON ((-121.397133 36.807024,-121.397043 36.807096,-121.397157 36.807188,-121.397247 36.807116,-121.397133 36.807024))",San Benito
"POLYGON ((-121.397331 36.88467,-121.397358 36.884858,-121.397451 36.884849,-121.397424 36.884662,-121.397331 36.88467))",San Benito
"POLYGON ((-121.509213 36.858239,-121.509111 36.858236,-121.509104 36.858372,-121.509206 36.858375,-121.509213 36.858239))",San Benito
"POLYGON ((-121.497892 36.856036,-121.497798 36.856037,-121.497797 36.855986,-121.497596 36.855988,-121.497598 36.856117,-121.497893 36.856113,-121.497892 36.856036))",San Benito
